artist;song;duration_ms;year;tempo;genre;energy;key;loudness
Ja Rule;Always On Time;245133;2001;96.673;hip hop, pop, R&B;0.706;5;-6.104
Major Lazer;Light It Up (feat. Nyla & Fuse ODG) - Remix;166138;2015;107.985;hip hop, pop, Dance/Electronic;0.877;9;-3.782
Snoop Dogg;Beautiful;299146;2005;101.025;hip hop, pop;0.74;11;-4.936
Justin Timberlake;Mirrors;484146;2013;76.899;pop;0.512;5;-6.664
Black Eyed Peas;Let's Get It Started - Spike Mix;217733;2004;104.923;hip hop, pop;0.799;11;-2.208
Shayne Ward;That's My Goal;219600;2006;68.637;pop;0.508;2;-5.966
Britney Spears;Oops!...I Did It Again;211160;2000;95.053;pop;0.834;1;-5.444
ZAYN;"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""";245200;2016;117.973;pop, Dance/Electronic;0.451;0;-8.374
Nelly;Hot In Herre;228240;2002;107.075;hip hop, pop, R&B;0.745;11;-4.753
Bingo Players;Get Up (Rattle) - Vocal Edit;166933;2013;127.99;pop, Dance/Electronic;0.985;7;-2.69
Rihanna;Needed Me;191600;2016;110.898;hip hop, pop, R&B;0.314;5;-8.091
DJ Fresh;Hot Right Now (feat. RITA ORA) - Radio Edit;182333;2012;175.017;pop, Dance/Electronic;0.972;4;-1.569
Chris Brown;Run It! (feat. Juelz Santana);229866;2005;100.969;hip hop, pop, R&B;0.482;1;-6.721
Ashanti;Rock Wit U (Awww Baby);209120;2003;94.998;hip hop, pop, R&B;0.797;4;-3.006
Kanye West;Touch The Sky;236600;2005;98.56;hip hop;0.846;9;-4.912
Eminem;The Monster;250188;2013;110.049;hip hop;0.853;1;-3.68
Christina Milian;Dip It Low;197186;2004;169.131;hip hop, pop, R&B;0.722;11;-4.207
Sech;Otro Trago;225933;2019;176.044;latin;0.7;0;-4.669
The Fray;Never Say Never;256613;2009;160.139;pop;0.492;8;-5.767
Fergie;Fergalicious;292373;2006;129.055;pop, R&B;0.584;8;-7.72
P!nk;Get the Party Started;192533;2001;128.93;pop;0.903;11;-3.267
Passenger;Let Her Go;252866;2012;75.089;pop;0.538;7;-7.335
SAYGRACE;You Don't Own Me (feat. G-Eazy);199314;2015;186.394;pop, R&B;0.664;7;-5.68
Marilyn Manson;Tainted Love;200426;2003;142.017;rock, metal;0.876;8;-7.779
Kungs;This Girl - Kungs Vs. Cookin' On 3 Burners;195561;2016;121.969;pop, Dance/Electronic;0.705;0;-4.684
Ariana Grande;no tears left to cry;205920;2018;121.993;pop;0.713;9;-5.507
Yo Gotti;Rake It Up (feat. Nicki Minaj);276333;2017;149.953;hip hop, pop;0.444;1;-8.126
Florence + The Machine;Spectrum (Say My Name) - Calvin Harris Remix;218190;2011;126.092;rock, pop, Dance/Electronic;0.946;11;-3.85
One Direction;Night Changes;226600;2014;120.001;pop;0.52;8;-7.747
Zara Larsson;Ain't My Fault;224030;2017;141.153;pop, Dance/Electronic;0.782;6;-4.825
Sheck Wes;Mo Bamba;183906;2018;146.034;hip hop;0.625;4;-5.266
Taylor Swift;Look What You Made Me Do;211853;2017;128.07;pop;0.709;9;-6.471
Lasgo;Something;220973;2001;140.01;pop;0.981;7;-6.644
Ja Rule;Mesmerize;278693;2002;90.079;hip hop, pop, R&B;0.646;1;-6.653
benny blanco;Eastside (with Halsey & Khalid);173799;2018;89.391;hip hop, pop;0.68;6;-7.648
Iggy Azalea;Black Widow;209423;2014;163.99;hip hop, pop;0.72;11;-3.753
Bow Wow;Outta My System (feat. T-Pain & Johntá Austin);238266;2006;83.998;hip hop, pop, R&B;0.59;6;-6.957
Ne-Yo;Beautiful Monster;251573;2010;128.013;pop, R&B;0.771;5;-6.99
Da Brat;What'chu Like (feat. Tyrese);221160;2000;99.974;hip hop, pop, R&B;0.681;10;-8.951
Sia;The Greatest (feat. Kendrick Lamar);210226;2016;191.944;pop;0.725;1;-6.127
Bad Bunny;MIA (feat. Drake);210367;2018;97.062;latin;0.539;6;-6.349
Mac Miller;Donald Trump;165908;2011;162.994;hip hop;0.901;1;-7.094
Taio Cruz;Dynamite;202613;2010;119.975;hip hop, pop;0.783;4;-3.724
Ne-Yo;Closer;234360;2008;126.027;pop, R&B;0.745;4;-6.437
DJ Snake;Taki Taki (with Selena Gomez, Ozuna & Cardi B);212500;2018;95.881;hip hop, pop, Dance/Electronic;0.801;8;-4.167
Lil Tecca;Ransom;131240;2019;179.974;hip hop;0.642;7;-6.257
50 Cent;Disco Inferno;214226;2005;97.018;hip hop, pop;0.659;3;-4.763
The Chainsmokers;Closer;244960;2016;95.01;pop, Dance/Electronic;0.524;8;-5.599
Rihanna;Russian Roulette;227533;2009;80.051;hip hop, pop, R&B;0.486;6;-5.754
Sam Feldt;Post Malone (feat. RANI);174444;2019;107.356;pop, Dance/Electronic;0.642;7;-3.87
Craig David;7 Days;235133;2000;83.014;hip hop, pop, R&B;0.812;4;-7.499
Avril Lavigne;Nobody's Home;212413;2004;185.406;pop;0.907;5;-3.66
J-Kwon;Tipsy - Club Mix;247106;2001;93.04;hip hop, pop;0.741;9;-5.827
KT Tunstall;Suddenly I See;201706;2005;100.38;World/Traditional, pop, Folk/Acoustic;0.767;0;-5.713
Dizzee Rascal;Bonkers;177573;2011;126.127;hip hop, pop, Dance/Electronic;0.977;11;-3.34
Omarion;Ice Box;256426;2006;131.105;hip hop, pop, R&B;0.731;8;-5.446
Rudimental;Waiting All Night (feat. Ella Eyre);292586;2013;174.983;pop, Dance/Electronic;0.728;6;-5.358
The Script;Superheroes;245466;2014;166.996;pop, rock;0.885;3;-4.121
3 Doors Down;Let Me Go;243053;2012;92.004;pop, rock, metal;0.863;1;-4.914
Mark Ronson;Stop Me (feat. Daniel Merriweather);232946;2007;118.035;pop;0.906;0;-4.334
Luis Fonsi;Échame La Culpa;173720;2017;95.989;pop, latin;0.892;0;-3.641
George Michael;Amazing;265826;2004;128.429;set();0.754;10;-6.825
Shayne Ward;No Promises;223066;2006;79.798;pop;0.498;4;-6.087
XXXTENTACION;Jocelyn Flores;119133;2017;134.021;hip hop;0.391;0;-9.144
The Wanted;All Time Low;205200;2010;134.036;pop, Dance/Electronic;0.615;8;-5.022
David Guetta;When Love Takes Over (feat. Kelly Rowland);191000;2010;129.967;hip hop, pop, Dance/Electronic;0.862;11;-4.614
Robbie Williams;Rock DJ;258560;2000;103.035;pop, rock;0.772;7;-4.264
Deorro;Five More Hours;211975;2015;127.961;pop, Dance/Electronic;0.883;5;-3.226
Lil Jon & The East Side Boyz;Lovers And Friends;260600;2004;139.861;hip hop, pop;0.501;10;-6.183
Ludacris;My Chick Bad;216933;2010;84.789;hip hop, pop;0.723;1;-6.782
Linkin Park;New Divide;268613;2009;117.971;rock, metal;0.808;5;-3.365
Far East Movement;Rocketeer;211253;2010;96.005;hip hop, pop;0.845;4;-6.115
Of Monsters and Men;Little Talks;266600;2012;102.961;pop, rock, Folk/Acoustic;0.757;1;-5.177
Ellie Goulding;Burn;231211;2014;87.016;pop, rock, Dance/Electronic;0.777;1;-5.031
Ronan Keating;If Tomorrow Never Comes;214306;2002;79.01;pop, rock;0.496;10;-6.136
Petit Biscuit;Sunset Lover;237792;2015;90.838;Dance/Electronic;0.467;6;-9.474
Gym Class Heroes;Cookie Jar (feat. The-Dream);216317;2008;113.053;hip hop, pop;0.668;5;-4.061
Tinie Tempah;Written in the Stars (feat. Eric Turner);207653;2010;91.881;hip hop, pop, Dance/Electronic;0.931;7;-4.188
Gabrielle;Out Of Reach;196986;2001;182.862;pop, R&B;0.48;11;-6.567
Daft Punk;Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit;248413;2013;116.047;hip hop, Dance/Electronic;0.811;6;-8.966
R. City;Locked Away (feat. Adam Levine);227480;2015;118.413;pop;0.671;1;-5.709
Gym Class Heroes;Stereo Hearts (feat. Adam Levine);210960;2011;89.99;hip hop, pop;0.795;9;-3.293
Alicia Keys;A Woman's Worth;303333;2001;75.09;pop, R&B;0.41;4;-8.323
Drake;Hotline Bling;267066;2016;134.96;hip hop, pop, R&B;0.62;2;-8.094
LL Cool J;Luv U Better;287000;2002;95.022;hip hop, pop, R&B;0.806;6;-3.9
Bryson Tiller;Don't;198293;2015;96.991;hip hop, pop, R&B;0.356;11;-5.556
LMC;Take Me To The Clouds Above - LMC Vs. U2 / Radio Edit;171546;2004;128.658;Dance/Electronic;0.905;6;-5.395
Florida Georgia Line;Cruise;208960;2012;148.0;country;0.948;10;-3.364
Afroman;Because I Got High;197760;2001;166.01;hip hop;0.341;7;-8.56
Gigi D'Agostino;L'Amour Toujours;238759;2011;139.066;pop;0.728;7;-7.932
Kanye West;Through The Wire;221226;2004;83.089;hip hop;0.739;7;-6.11
Ciara;Goodies (feat. Petey Pablo);223000;2004;102.017;pop, R&B;0.647;5;-6.306
Sugababes;Round Round;236426;2002;126.607;pop, R&B;0.845;6;-3.802
P!nk;So What;215160;2008;126.019;pop;0.87;11;-3.078
Gary Jules;Mad World (Feat. Michael Andrews);189506;2001;174.117;pop;0.0581;3;-17.217
Martin Jensen;Solo Dance;174933;2016;114.965;pop, Dance/Electronic;0.836;6;-2.396
Kesha;Your Love Is My Drug;187133;2010;120.057;pop, Dance/Electronic;0.612;1;-3.891
Flo Rida;Right Round;204640;2009;124.986;hip hop, pop;0.672;7;-6.852
Chad Kroeger;Hero (feat. Josey Scott);200480;2003;147.387;metal;0.843;4;-4.54
OneRepublic;Wherever I Go;169773;2016;99.961;pop;0.689;10;-6.444
Chicane;Don't Give Up;210786;2016;132.017;Dance/Electronic;0.72;10;-9.635
Ellie Goulding;Starry Eyed;176613;2010;149.967;pop, rock, Dance/Electronic;0.814;5;-5.346
T.I.;Live Your Life;338853;2008;159.841;hip hop, pop;0.862;11;-3.363
Labrinth;Earthquake (feat. Tinie Tempah);274600;2012;153.071;pop;0.856;0;-3.966
Gigi D'Agostino;The Riddle;285426;1999;127.002;pop;0.876;6;-6.87
P!nk;There You Go;202800;2000;107.908;pop;0.847;10;-6.729
Drake;Headlines;235986;2011;151.894;hip hop, pop, R&B;0.566;6;-7.16
Soulja Boy;Turn My Swag On;206333;2008;150.154;hip hop, pop;0.712;3;-3.104
Jennifer Lopez;Jenny from the Block (feat. Jadakiss & Styles P.) - Track Masters Remix;187840;2002;100.0;hip hop, pop, R&B;0.768;6;-5.448
Lloyd;Southside;277840;2004;75.007;hip hop, pop, R&B;0.404;9;-9.481
The Weeknd;Pray For Me (with Kendrick Lamar);211440;2018;100.584;pop, R&B;0.677;2;-4.979
Sean Kingston;Beautiful Girls;225373;2007;130.009;hip hop, pop, R&B;0.661;1;-6.075
Rixton;Me And My Broken Heart;193733;2014;174.084;pop;0.783;5;-4.261
Pretty Ricky;On the Hotline - Amended Version;242586;2007;92.988;hip hop, pop, R&B;0.854;10;-5.477
AlunaGeorge;I'm In Control;209425;2016;104.013;pop, Dance/Electronic;0.847;11;-3.713
Sean Paul;She Doesn't Mind;227786;2012;120.015;hip hop, pop;0.776;7;-5.208
Calvin Harris;How Deep Is Your Love;212640;2015;122.003;hip hop, pop, Dance/Electronic;0.868;11;-4.373
The Chainsmokers;Don't Let Me Down;208373;2016;159.803;pop, Dance/Electronic;0.869;11;-5.094
Ariana Grande;boyfriend (with Social House);186106;2019;190.097;pop;0.795;10;-3.731
Lilly Wood and The Prick;Prayer in C - Robin Schulz Radio Edit;189399;2014;123.002;pop, rock;0.886;9;-5.356
Ava Max;So Am I;183026;2019;130.089;pop;0.656;6;-4.67
Ludacris;How Low;201586;2010;143.96;hip hop, pop;0.498;1;-6.977
G-Eazy;No Limit;245386;2017;175.957;hip hop, pop;0.771;1;-3.791
LeAnn Rimes;I Need You;229826;2001;144.705;pop, country;0.736;7;-7.124
Missy Elliott;Work It;263226;2002;101.868;hip hop, pop, R&B;0.677;1;-5.603
Banx & Ranx;Answerphone (feat. Yxng Bane);190920;2018;113.021;Dance/Electronic;0.834;1;-3.928
Enrique Iglesias;Escape;208626;2001;125.972;pop, latin;0.844;11;-5.305
Usher;Hey Daddy (Daddy's Home);224093;2010;95.975;hip hop, pop, R&B;0.698;11;-4.262
Cheat Codes;No Promises (feat. Demi Lovato);223503;2017;112.956;pop, Dance/Electronic;0.667;10;-5.445
Train;Drive By;195973;2012;122.028;pop;0.837;1;-3.113
P!nk;U + Ur Hand;214386;2006;141.04;pop;0.891;0;-3.688
Kodak Black;Tunnel Vision;268186;2017;171.853;hip hop;0.489;11;-7.724
Mabel;Don't Call Me Up;178480;2019;98.994;pop, Dance/Electronic;0.881;9;-2.853
Enrique Iglesias;DUELE EL CORAZON (feat. Wisin);199693;2016;91.03;pop, latin;0.908;8;-3.254
Jeremih;Don't Tell 'Em;266840;2015;98.052;hip hop, pop, R&B;0.527;2;-5.225
Basshunter;All I Ever Wanted - Radio Edit;176453;2008;144.954;pop;0.984;4;-7.051
Rita Ora;How We Do (Party);247026;2012;116.024;hip hop, pop, Dance/Electronic;0.922;7;-3.94
Lady Gaga;Alejandro;274213;2009;98.998;pop;0.793;11;-6.63
Leona Lewis;A Moment Like This;257293;2007;70.543;pop, R&B;0.562;8;-3.667
Adele;Chasing Pavements;210506;2008;80.045;pop, R&B;0.47;5;-6.09
Nelly;Over And Over;253933;2004;169.799;hip hop, pop, R&B;0.517;7;-10.02
LL Cool J;Headsprung;267320;2004;99.916;hip hop, pop, R&B;0.786;0;-5.76
Chris Brown;Fine China;213666;2013;104.038;hip hop, pop, R&B;0.735;10;-4.758
Robbie Williams;Eternity;302760;2001;77.967;pop, rock;0.316;10;-8.106
Calvin Harris;Summer;224506;2014;127.962;hip hop, pop, Dance/Electronic;0.861;4;-3.565
Bow Wow;Let Me Hold You (feat. Omarion);248493;2005;151.518;hip hop, pop, R&B;0.662;6;-8.244
DJ Fresh;Louder (feat. Sian Evans) - Radio Edit;206776;2012;139.85;pop, Dance/Electronic;0.926;6;-1.131
Creed;With Arms Wide Open;274800;1999;138.852;pop, rock, metal;0.539;0;-8.412
Ciara;Love Sex Magic (feat. Justin Timberlake);220426;2009;107.011;pop, R&B;0.666;10;-5.089
Eamon;Fuck It (I Don't Want You Back);225106;2004;68.507;set();0.653;0;-6.245
Cardi B;Please Me;200889;2019;133.992;hip hop, pop;0.57;1;-6.711
Mariah Carey;Touch My Body;204733;2008;78.502;pop, R&B;0.665;4;-7.736
Kendrick Lamar;m.A.A.d city;350120;2012;91.048;hip hop;0.729;2;-6.815
Sofía Reyes;1, 2, 3 (feat. Jason Derulo & De La Ghetto);201526;2018;94.968;pop, latin;0.895;1;-3.112
Shakira;Hips Don't Lie (feat. Wyclef Jean);218093;2005;100.024;pop, latin;0.824;10;-5.892
Kings of Leon;Sex on Fire;203346;2008;153.398;rock;0.905;9;-5.653
Playboi Carti;Magnolia;181812;2017;162.991;hip hop;0.582;11;-7.323
Calvin Harris;Sweet Nothing (feat. Florence Welch);212560;2012;127.934;hip hop, pop, Dance/Electronic;0.929;8;-3.942
3LW;No More (Baby I'ma Do Right);263440;2000;88.933;pop, R&B;0.723;2;-7.08
Scooter;Nessaja;208449;2013;143.048;pop, Dance/Electronic;0.904;2;-6.642
M.O.P.;Cold as Ice;244466;2000;85.565;hip hop;0.88;11;-5.425
Grouplove;Tongue Tied;218013;2011;112.96;pop, rock, Folk/Acoustic;0.936;3;-5.835
Finger Eleven;Paralyzer;208106;2007;106.031;rock, metal;0.939;11;-3.486
Fall Out Boy;Centuries;228360;2015;176.042;rock;0.858;4;-2.868
A.R. Rahman;Jai Ho! (You Are My Destiny);222400;2009;136.202;set();0.941;8;-3.919
Bruno Mars;Treasure;178560;2012;116.017;pop;0.692;5;-5.28
Mary J. Blige;Just Fine;242133;2007;123.021;pop, R&B;0.795;11;-3.61
The Pussycat Dolls;Stickwitu;207506;2005;79.918;pop, R&B;0.554;9;-6.408
Selena Gomez & The Scene;Love You Like A Love Song;188453;2011;117.009;pop, Dance/Electronic;0.678;1;-3.87
Sam Smith;"Writing's On The Wall - From ""Spectre"" Soundtrack";278987;2015;81.418;pop;0.302;5;-8.19
Shawn Mendes;There's Nothing Holdin' Me Back;199440;2017;121.996;pop;0.8;2;-4.035
Chris Brown;Don't Wake Me Up;222306;2012;127.967;hip hop, pop, R&B;0.691;7;-5.197
Vanessa Carlton;A Thousand Miles;237493;2002;94.931;Folk/Acoustic, pop;0.825;11;-3.862
3OH!3;My First Kiss (feat. Ke$ha);192440;2010;138.021;hip hop, pop, rock;0.889;0;-4.166
Ludacris;Money Maker;230613;2006;78.756;hip hop, pop;0.598;1;-6.79
Alex & Sierra;Little Do You Know;185200;2014;145.879;pop;0.292;0;-8.554
Sam Smith;How Do You Sleep?;202204;2019;110.567;pop;0.682;1;-4.931
Estelle;American Boy;284733;2008;117.932;R&B;0.729;0;-2.99
MIKA;Love Today;235173;2006;124.484;pop;0.913;4;-4.981
Wale;Bad (feat. Rihanna) - Remix;238826;2013;114.038;hip hop, pop, R&B;0.702;6;-6.594
Meghan Trainor;Lips Are Movin;182666;2015;139.091;pop;0.825;7;-5.402
Puddle Of Mudd;She Hates Me;216760;2001;109.781;rock, metal;0.748;4;-5.433
Ariana Grande;One Last Time;197266;2014;125.026;pop;0.593;8;-5.036
Daddy Yankee;Gasolina;192600;2004;96.009;latin;0.801;0;-6.499
P!nk;Try;247906;2012;103.998;pop;0.628;2;-7.079
Ultrabeat;Pretty Green Eyes - Radio Edit;201920;2003;139.993;pop, Dance/Electronic;0.775;1;-10.284
Black Eyed Peas;Meet Me Halfway;284373;2009;130.0;hip hop, pop;0.629;11;-6.857
MAGIC!;Rude;224840;2014;144.033;set();0.758;1;-4.993
6ix9ine;GUMMO;157643;2018;157.036;hip hop;0.775;2;-4.926
Britney Spears;Lucky;206226;2000;95.026;pop;0.791;8;-5.707
Post Malone;Psycho (feat. Ty Dolla $ign);221440;2018;140.06;hip hop;0.56;8;-8.094
Ayo & Teo;Rolex;238586;2017;144.946;hip hop, pop;0.886;1;-2.512
The Pussycat Dolls;Don't Cha;272080;2005;120.003;pop, R&B;0.631;1;-3.475
Wiley;Wearing My Rolex - Radio Edit;170480;2008;131.942;hip hop, Dance/Electronic;0.716;1;-6.884
Ed Sheeran;Thinking out Loud;281560;2014;78.998;pop;0.445;2;-6.061
Dr. Dre;The Next Episode;161506;1999;95.295;hip hop;0.909;10;-2.429
Two Door Cinema Club;What You Know;189693;2010;139.048;World/Traditional, rock, pop;0.753;6;-4.003
Migos;T-Shirt;242407;2017;139.023;hip hop, pop;0.687;10;-3.744
Garrett Nash;i hate u, i love u (feat. olivia o'brien);251033;2016;92.6;hip hop, pop;0.275;6;-13.4
Ne-Yo;Let Me Love You (Until You Learn To Love Yourself);251626;2012;124.91;pop, R&B;0.677;5;-6.628
Christina Aguilera;Can't Hold Us Down (feat. Lil' Kim);255266;2002;98.989;pop;0.658;8;-4.481
Jagged Edge;Promise;246720;2000;128.002;hip hop, pop, R&B;0.568;5;-5.431
Migos;Bad and Boujee (feat. Lil Uzi Vert);343150;2017;127.079;hip hop, pop;0.666;11;-5.314
Enrique Iglesias;Not In Love - Radio Mix;223133;2003;117.021;pop, latin;0.885;0;-5.096
Jonas Blue;Perfect Strangers;196613;2016;117.986;pop, Dance/Electronic;0.819;1;-5.307
Paloma Faith;Only Love Can Hurt Like This;232893;2014;90.99;pop, R&B, Dance/Electronic;0.885;8;-4.528
Steve Aoki;Just Hold On;198774;2016;114.991;hip hop, pop, Dance/Electronic;0.932;11;-3.515
Akon;Beautiful;312986;2008;130.015;pop;0.945;0;-4.442
Drake;Passionfruit;298940;2017;111.98;hip hop, pop, R&B;0.463;11;-11.377
Young T & Bugsey;Strike a Pose (feat. Aitch);214203;2019;137.776;hip hop;0.581;1;-5.801
Kelly Clarkson;Since U Been Gone;188960;2004;130.999;pop, R&B;0.739;9;-5.354
Frank Ocean;Pink + White;184516;2016;159.738;hip hop, pop, R&B;0.552;9;-7.45
Nick Jonas;Jealous - Remix;222213;2014;93.047;pop;0.709;11;-3.578
Calvin Harris;Outside (feat. Ellie Goulding);227266;2014;128.035;hip hop, pop, Dance/Electronic;0.823;2;-4.123
Busta Rhymes;I Know What You Want (feat. Flipmode Squad);324306;2002;85.996;hip hop, pop;0.759;6;-4.315
Offset;Ric Flair Drip (with Metro Boomin);172800;2017;100.007;hip hop, pop;0.428;9;-8.28
Beyoncé;Sorry;232560;2016;129.988;pop, R&B;0.598;2;-7.274
Trillville;Some Cut;283454;2004;84.995;hip hop, pop;0.515;1;-6.626
Cardi B;Money;183527;2018;130.003;hip hop, pop;0.59;8;-6.508
Pedro Capó;Calma - Remix;238200;2018;126.899;pop, latin;0.773;11;-4.218
Kelly Clarkson;Because of You;219493;2004;139.92;pop, R&B;0.583;5;-5.284
Ciara;1, 2 Step (feat. Missy Elliott) - Main;202213;2005;113.053;pop, R&B;0.498;5;-10.94
The Saturdays;Higher;207613;2010;117.011;pop, Dance/Electronic;0.862;10;-3.292
P!nk;"Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")";215413;2016;162.958;pop;0.702;7;-5.92
Ray J;Sexy Can I feat. Yung Berg;204040;2008;172.155;hip hop, pop, R&B;0.684;1;-6.007
Nina Sky;Move Ya Body;232000;2004;121.057;pop, R&B;0.712;11;-6.313
Pitbull;I Know You Want Me (Calle Ocho);237120;2009;127.045;hip hop, pop, latin;0.743;2;-5.995
Ellie Goulding;Lights - Single Version;210853;2010;120.008;pop, rock, Dance/Electronic;0.795;8;-6.17
Selena Gomez & The Scene;Who Says;195613;2011;101.019;pop, Dance/Electronic;0.927;4;-2.915
Jessie J;Bang Bang;199386;2014;150.028;hip hop, pop;0.786;0;-3.417
Alien Ant Farm;Smooth Criminal;209266;2001;126.928;rock, metal;0.964;9;-4.261
Rihanna;We Found Love;215226;2011;127.985;hip hop, pop, R&B;0.766;1;-4.485
2Pac;Ghetto Gospel;238053;2004;80.569;hip hop;0.614;5;-5.352
Timbaland;Apologize;184400;2007;118.016;hip hop, pop, R&B;0.604;8;-6.017
Little Mix;Black Magic;211773;2015;111.987;pop;0.896;4;-4.467
DJ Pied Piper & The Masters Of Ceremonies;Do You Really Like It? - Radio Edit;217120;2001;131.044;Dance/Electronic;0.877;2;-5.424
Skrillex;Bangarang (feat. Sirah);215253;2011;110.026;hip hop, pop, Dance/Electronic;0.972;7;-2.302
Daft Punk;One More Time;320357;2001;122.746;hip hop, Dance/Electronic;0.697;2;-8.618
M83;Midnight City;243960;2011;105.013;rock, pop, metal, Dance/Electronic;0.729;11;-5.399
Rizzle Kicks;Down With The Trumpets;186851;2011;115.057;hip hop;0.88;4;-4.689
Christina Perri;Jar of Hearts;246587;2011;74.541;pop;0.348;3;-6.142
Nelly Furtado;I'm Like A Bird;243160;2000;89.661;hip hop, pop, latin;0.608;10;-5.085
Evanescence;My Immortal;262533;2003;79.012;metal;0.265;9;-9.206
Take That;Patience;202066;2006;175.788;pop;0.783;10;-4.154
Black Eyed Peas;I Gotta Feeling;289133;2009;127.96;hip hop, pop;0.766;0;-6.375
Rihanna;S&M;243533;2010;127.975;hip hop, pop, R&B;0.682;1;-5.02
Marshmello;Silence;180822;2017;141.971;pop, Dance/Electronic;0.761;4;-3.093
Lumidee;Never Leave You (Uh Oooh, Uh Oooh);184906;2003;199.958;pop, R&B;0.657;6;-6.197
Tory Lanez;LUV;228640;2016;95.109;hip hop, pop, R&B;0.541;11;-8.128
Donell Jones;Where I Wanna Be;253626;1999;102.053;pop, R&B;0.396;5;-9.131
Hozier;Take Me To Church;241688;2014;128.945;Folk/Acoustic, pop;0.664;4;-5.303
Zedd;Stay The Night - Featuring Hayley Williams Of Paramore;217346;2014;127.961;hip hop, pop, Dance/Electronic;0.738;8;-3.109
Mary J. Blige;Family Affair;265866;2001;92.887;pop, R&B;0.551;8;-3.75
Delta Goodrem;Born to Try;251280;2003;133.838;pop;0.589;8;-6.813
Gorillaz;Clint Eastwood;340920;2001;167.953;hip hop;0.694;10;-8.627
Aloe Blacc;I Need A Dollar;243053;2010;95.498;R&B;0.482;6;-7.116
Black Eyed Peas;Just Can’t Get Enough;219426;2010;94.05;hip hop, pop;0.628;0;-8.685
Alok;Hear Me Now;192846;2016;121.996;pop, Dance/Electronic;0.43;11;-7.757
Bryson Tiller;Exchange;194613;2015;160.108;hip hop, pop, R&B;0.433;6;-10.598
Wayne Wonder;No Letting Go;202013;2003;100.215;hip hop, R&B;0.819;5;-5.656
Olly Murs;Heart Skips a Beat (feat. Rizzle Kicks);202266;2011;110.621;pop, Dance/Electronic;0.881;9;-3.951
MEDUZA;Piece Of Your Heart;152913;2019;124.08;pop, Dance/Electronic;0.744;10;-6.806
Plain White T's;Hey There Delilah;232533;2005;103.971;pop;0.291;2;-10.572
A Boogie Wit da Hoodie;Swervin (feat. 6ix9ine);189486;2018;93.023;hip hop;0.662;9;-5.239
Kandi;Don't Think I'm Not;243533;2000;134.007;pop, R&B;0.622;11;-8.196
Kendrick Lamar;LOVE. FEAT. ZACARI.;213400;2017;126.058;hip hop;0.585;10;-7.343
Flume;Never Be Like You;233337;2016;116.838;Dance/Electronic;0.558;0;-5.436
Lil Jon;Snap Yo Fingers;274386;2006;82.038;hip hop, pop;0.757;8;-5.029
Khia;My Neck, My Back (Lick It);222560;2015;102.072;pop, R&B;0.625;9;-4.234
JAY-Z;Young Forever;253906;2009;140.329;hip hop;0.69;9;-3.214
Rita Ora;R.I.P. (feat. Tinie Tempah);228026;2012;72.022;hip hop, pop, Dance/Electronic;0.831;11;-3.443
Zedd;I Want You To Know;238800;2015;130.003;hip hop, pop, Dance/Electronic;0.877;9;-2.215
Christina Perri;A Thousand Years;285120;2011;139.028;pop;0.407;10;-7.445
Holly Valance;Kiss Kiss;204400;2002;97.036;pop, Dance/Electronic;0.717;4;-4.944
Jonas Blue;Mama;181614;2017;104.016;pop, Dance/Electronic;0.792;11;-4.256
Usher;Scream;234693;2012;127.992;hip hop, pop, R&B;0.862;7;-5.18
Asher Roth;I Love College;241933;2009;86.444;hip hop, pop;0.826;8;-4.075
Aaliyah;More Than A Woman;230346;2002;86.994;hip hop, pop, R&B;0.638;11;-5.803
The Fray;You Found Me;241853;2009;151.994;pop;0.803;8;-5.412
Ariana Grande;7 rings;178626;2019;140.048;pop;0.317;1;-10.732
Ylvis;The Fox (What Does the Fox Say?);213708;2013;128.008;hip hop;0.867;6;-4.292
One Direction;Best Song Ever;200106;2013;118.491;pop;0.877;1;-2.986
Lenny Kravitz;Again;231666;2000;79.166;rock, pop;0.804;2;-5.218
Melanie C;I Turn To You;352173;1999;135.205;pop, Dance/Electronic;0.803;1;-5.825
Gabrielle;Rise;219093;2001;144.673;pop, R&B;0.481;8;-9.487
Demi Lovato;Confident;205745;2015;130.064;pop;0.749;3;-6.251
Ricky Martin;She Bangs - English Version;280626;2000;143.866;pop, latin;0.95;1;-4.012
Galantis;Runaway (U & I);227073;2015;126.008;pop, Dance/Electronic;0.805;1;-4.119
Cobra Starship;You Make Me Feel... (feat. Sabi);215693;2011;131.959;pop, Dance/Electronic;0.857;7;-2.944
DJ Khaled;All I Do Is Win (feat. T-Pain, Ludacris, Snoop Dogg & Rick Ross);232506;2010;150.1;hip hop, pop;0.781;10;-3.616
Alessia Cara;Here;199453;2015;120.892;pop, R&B;0.799;0;-4.031
Red Hot Chili Peppers;Dani California;282160;2006;96.184;rock;0.913;0;-2.36
Atomic Kitten;The Tide Is High - Radio Mix;206093;2002;103.997;pop;0.649;7;-4.127
Peking Duk;High (feat. Nicole Millar);228000;2014;100.094;Dance/Electronic;0.803;0;-4.052
Yolanda Be Cool;We No Speak Americano (JT Radio Edit);157438;2010;124.996;Dance/Electronic;0.805;6;-5.005
